확진자수,지역,비율,단계
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
1.0,울산,8.743612790856279e-07,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
0.0,울산,0.0,0.3333333333333333
