날짜,확진자수,지역,비율,단계
2020-05-03,0.0,대전,0.0,0.3333333333333333
2020-05-04,0.0,대전,0.0,0.3333333333333333
2020-05-05,0.0,대전,0.0,0.3333333333333333
2020-05-06,0.0,대전,0.0,0.3333333333333333
2020-05-07,0.0,대전,0.0,0.3333333333333333
2020-05-08,0.0,대전,0.0,0.3333333333333333
2020-05-09,0.0,대전,0.0,0.3333333333333333
2020-05-10,0.0,대전,0.0,0.3333333333333333
2020-05-11,0.0,대전,0.0,0.3333333333333333
2020-05-12,0.0,대전,0.0,0.3333333333333333
2020-05-13,0.0,대전,0.0,0.3333333333333333
2020-05-14,0.0,대전,0.0,0.3333333333333333
2020-05-15,1.0,대전,6.671830663600294e-07,0.3333333333333333
2020-05-16,0.0,대전,0.0,0.3333333333333333
2020-05-17,0.0,대전,0.0,0.3333333333333333
2020-05-18,0.0,대전,0.0,0.3333333333333333
2020-05-19,0.0,대전,0.0,0.3333333333333333
2020-05-20,0.0,대전,0.0,0.3333333333333333
2020-05-21,0.0,대전,0.0,0.3333333333333333
2020-05-22,0.0,대전,0.0,0.3333333333333333
2020-05-23,0.0,대전,0.0,0.3333333333333333
2020-05-24,0.0,대전,0.0,0.3333333333333333
2020-05-25,0.0,대전,0.0,0.3333333333333333
2020-05-26,0.0,대전,0.0,0.3333333333333333
2020-05-27,0.0,대전,0.0,0.3333333333333333
2020-05-28,0.0,대전,0.0,0.3333333333333333
2020-05-29,0.0,대전,0.0,0.3333333333333333
2020-05-30,0.0,대전,0.0,0.3333333333333333
2020-05-31,0.0,대전,0.0,0.3333333333333333
2020-06-01,0.0,대전,0.0,0.3333333333333333
2020-06-02,0.0,대전,0.0,0.3333333333333333
2020-06-03,0.0,대전,0.0,0.3333333333333333
2020-06-04,0.0,대전,0.0,0.3333333333333333
2020-06-05,0.0,대전,0.0,0.3333333333333333
2020-06-06,0.0,대전,0.0,0.3333333333333333
2020-06-07,0.0,대전,0.0,0.3333333333333333
2020-06-08,0.0,대전,0.0,0.3333333333333333
2020-06-09,0.0,대전,0.0,0.3333333333333333
2020-06-10,0.0,대전,0.0,0.3333333333333333
2020-06-11,0.0,대전,0.0,0.3333333333333333
2020-06-12,0.0,대전,0.0,0.3333333333333333
2020-06-13,0.0,대전,0.0,0.3333333333333333
2020-06-14,0.0,대전,0.0,0.3333333333333333
2020-06-15,3.0,대전,2.001549199080088e-06,0.3333333333333333
2020-06-16,7.0,대전,4.670281464520205e-06,0.3333333333333333
2020-06-17,3.0,대전,2.001549199080088e-06,0.3333333333333333
2020-06-18,9.0,대전,6.004647597240264e-06,0.3333333333333333
2020-06-19,9.0,대전,6.004647597240264e-06,0.3333333333333333
2020-06-20,4.0,대전,2.6687322654401175e-06,0.3333333333333333
2020-06-21,1.0,대전,6.671830663600294e-07,0.3333333333333333
2020-06-22,7.0,대전,4.670281464520205e-06,0.3333333333333333
2020-06-23,6.0,대전,4.003098398160176e-06,0.3333333333333333
2020-06-24,5.0,대전,3.3359153318001466e-06,0.3333333333333333
2020-06-25,3.0,대전,2.001549199080088e-06,0.3333333333333333
2020-06-26,1.0,대전,6.671830663600294e-07,0.3333333333333333
2020-06-27,6.0,대전,4.003098398160176e-06,0.3333333333333333
2020-06-28,1.0,대전,6.671830663600294e-07,0.3333333333333333
2020-06-29,5.0,대전,3.3359153318001466e-06,0.3333333333333333
2020-06-30,3.0,대전,2.001549199080088e-06,0.3333333333333333
2020-07-01,3.0,대전,2.001549199080088e-06,0.3333333333333333
2020-07-02,7.0,대전,4.670281464520205e-06,0.3333333333333333
2020-07-03,5.0,대전,3.3359153318001466e-06,0.3333333333333333
2020-07-04,3.0,대전,2.001549199080088e-06,0.3333333333333333
2020-07-05,2.0,대전,1.3343661327200587e-06,0.3333333333333333
2020-07-06,2.0,대전,1.3343661327200587e-06,0.3333333333333333
2020-07-07,7.0,대전,4.670281464520205e-06,0.3333333333333333
2020-07-08,4.0,대전,2.6687322654401175e-06,0.3333333333333333
2020-07-09,2.0,대전,1.3343661327200587e-06,0.3333333333333333
2020-07-10,2.0,대전,1.3343661327200587e-06,0.3333333333333333
2020-07-11,0.0,대전,0.0,0.3333333333333333
2020-07-12,0.0,대전,0.0,0.3333333333333333
2020-07-13,1.0,대전,6.671830663600294e-07,0.3333333333333333
2020-07-14,1.0,대전,6.671830663600294e-07,0.3333333333333333
2020-07-15,1.0,대전,6.671830663600294e-07,0.3333333333333333
2020-07-16,0.0,대전,0.0,0.3333333333333333
2020-07-17,0.0,대전,0.0,0.3333333333333333
2020-07-18,1.0,대전,6.671830663600294e-07,0.3333333333333333
2020-07-19,0.0,대전,0.0,0.3333333333333333
2020-07-20,0.0,대전,0.0,0.3333333333333333
2020-07-21,0.0,대전,0.0,0.3333333333333333
2020-07-22,0.0,대전,0.0,0.3333333333333333
2020-07-23,0.0,대전,0.0,0.3333333333333333
2020-07-24,0.0,대전,0.0,0.3333333333333333
2020-07-25,0.0,대전,0.0,0.3333333333333333
2020-07-26,0.0,대전,0.0,0.3333333333333333
2020-07-27,0.0,대전,0.0,0.3333333333333333
2020-07-28,0.0,대전,0.0,0.3333333333333333
2020-07-29,0.0,대전,0.0,0.3333333333333333
2020-07-30,0.0,대전,0.0,0.3333333333333333
2020-07-31,0.0,대전,0.0,0.3333333333333333
2020-08-01,0.0,대전,0.0,0.3333333333333333
