날짜,확진자수,지역,비율,단계
2020-05-03,0.0,인천,0.0,0.3333333333333333
2020-05-04,0.0,인천,0.0,0.3333333333333333
2020-05-05,0.0,인천,0.0,0.3333333333333333
2020-05-06,0.0,인천,0.0,0.3333333333333333
2020-05-07,0.0,인천,0.0,0.3333333333333333
2020-05-08,5.0,인천,1.693630965264645e-06,0.3333333333333333
2020-05-09,1.0,인천,3.38726193052929e-07,0.3333333333333333
2020-05-10,1.0,인천,3.38726193052929e-07,0.3333333333333333
2020-05-11,1.0,인천,3.38726193052929e-07,0.3333333333333333
2020-05-12,7.0,인천,2.371083351370503e-06,0.3333333333333333
2020-05-13,7.0,인천,2.371083351370503e-06,0.3333333333333333
2020-05-14,2.0,인천,6.77452386105858e-07,0.3333333333333333
2020-05-15,0.0,인천,0.0,0.3333333333333333
2020-05-16,0.0,인천,0.0,0.3333333333333333
2020-05-17,1.0,인천,3.38726193052929e-07,0.3333333333333333
2020-05-18,9.0,인천,3.0485357374763612e-06,0.3333333333333333
2020-05-19,1.0,인천,3.38726193052929e-07,0.3333333333333333
2020-05-20,7.0,인천,2.371083351370503e-06,0.3333333333333333
2020-05-21,0.0,인천,0.0,0.3333333333333333
2020-05-22,1.0,인천,3.38726193052929e-07,0.3333333333333333
2020-05-23,2.0,인천,6.77452386105858e-07,0.3333333333333333
2020-05-24,1.0,인천,3.38726193052929e-07,0.3333333333333333
2020-05-25,5.0,인천,1.693630965264645e-06,0.3333333333333333
2020-05-26,27.0,인천,9.145607212429084e-06,0.3333333333333333
2020-05-27,16.0,인천,5.419619088846864e-06,0.3333333333333333
2020-05-28,8.0,인천,2.709809544423432e-06,0.3333333333333333
2020-05-29,3.0,인천,1.0161785791587871e-06,0.3333333333333333
2020-05-30,2.0,인천,6.77452386105858e-07,0.3333333333333333
2020-05-31,24.0,인천,8.129428633270297e-06,0.3333333333333333
2020-06-01,14.0,인천,4.742166702741006e-06,0.3333333333333333
2020-06-02,7.0,인천,2.371083351370503e-06,0.3333333333333333
2020-06-03,8.0,인천,2.709809544423432e-06,0.3333333333333333
2020-06-04,8.0,인천,2.709809544423432e-06,0.3333333333333333
2020-06-05,13.0,인천,4.403440509688077e-06,0.3333333333333333
2020-06-06,1.0,인천,3.38726193052929e-07,0.3333333333333333
2020-06-07,5.0,인천,1.693630965264645e-06,0.3333333333333333
2020-06-08,7.0,인천,2.371083351370503e-06,0.3333333333333333
