date,avg_infect_ratio,stage,location,before_after
2020-12-07,1.0723382587756803e-05,0.6666666666666666,부산,1
2021-02-15,5.682898606414895e-06,0.5,부산,0
2021-02-15,4.793401433236912e-06,0.5,부산,1
2021-06-14,4.398069356268919e-06,0.3333333333333333,부산,0
2021-06-14,3.903080805443827e-07,0.3333333333333333,부산,1
2020-08-23,1.262162448052938e-05,0.6666666666666666,서울,0
2020-08-23,1.2673494170175392e-05,0.6666666666666666,서울,1
2020-10-12,1.988338103097094e-06,0.3333333333333333,서울,0
2020-10-12,1.936468413451083e-06,0.3333333333333333,서울,1
2020-12-01,1.7030548100440327e-05,0.5,서울,0
2020-12-01,2.4015666306103163e-05,0.5,서울,1
2020-12-07,2.334136034070502e-05,0.6666666666666666,서울,0
2020-12-07,2.9168055477606937e-05,0.6666666666666666,서울,1
2021-02-15,1.4661832273272488e-05,0.5,서울,0
2021-02-15,1.61141835833608e-05,0.5,서울,1
2021-06-14,1.839644992778529e-05,0.3333333333333333,서울,0
2021-06-14,1.4350614135396419e-06,0.3333333333333333,서울,1
2020-08-23,8.74361279085628e-07,0.6666666666666666,울산,0
2020-08-23,1.0200881589332325e-06,0.6666666666666666,울산,1
2020-10-12,1.4572687984760464e-07,0.3333333333333333,울산,0
2020-10-12,0.0,0.3333333333333333,울산,1
2020-12-01,3.205991356647302e-06,0.5,울산,0
2020-12-01,1.6029956783236513e-05,0.5,울산,1
2020-12-07,9.03506655055149e-06,0.6666666666666666,울산,0
2020-12-07,1.500986862430328e-05,0.6666666666666666,울산,1
2021-02-15,1.6029956783236514e-06,0.5,울산,0
2021-02-15,4.954713914818558e-06,0.5,울산,1
2021-06-14,5.246167674513769e-06,0.3333333333333333,울산,0
2021-06-14,4.37180639542814e-07,0.3333333333333333,울산,1
2020-08-23,6.153525840461544e-06,0.6666666666666666,인천,0
2020-08-23,9.371424674464369e-06,0.6666666666666666,인천,1
2020-10-12,1.12908731017643e-06,0.3333333333333333,인천,0
2020-10-12,1.5807222342470017e-06,0.3333333333333333,인천,1
2020-12-01,8.411700460814403e-06,0.5,인천,0
2020-12-01,9.484333405482012e-06,0.5,인천,1
2020-12-07,9.484333405482012e-06,0.6666666666666666,인천,0
2020-12-07,1.6484674728575878e-05,0.6666666666666666,인천,1
2021-02-15,8.524609191832047e-06,0.5,인천,0
2021-02-15,8.411700460814403e-06,0.5,인천,1
2021-06-14,6.0970714749527224e-06,0.3333333333333333,인천,0
2021-06-14,3.3872619305292905e-07,0.3333333333333333,인천,1
2020-08-23,2.6106598088363e-06,0.6666666666666666,전남,0
2020-08-23,5.314557467988183e-06,0.6666666666666666,전남,1
2020-10-12,1.8647570063116433e-07,0.3333333333333333,전남,0
2020-10-12,9.323785031558216e-08,0.3333333333333333,전남,1
2020-12-01,5.128081767357018e-06,0.5,전남,0
2020-12-01,2.051232706942807e-06,0.5,전남,1
2020-12-07,1.9579948566272255e-06,0.6666666666666666,전남,0
2020-12-07,3.076849060414211e-06,0.6666666666666666,전남,1
2021-02-15,4.661892515779108e-07,0.5,전남,0
2021-02-15,4.475416815147943e-06,0.5,전남,1
2021-06-14,2.9836112100986284e-06,0.3333333333333333,전남,0
2021-06-14,2.797135509467465e-07,0.3333333333333333,전남,1
2020-08-23,9.22123192338853e-07,0.6666666666666666,전북,0
2020-08-23,5.532739154033119e-07,0.6666666666666666,전북,1
2020-10-12,1.1987601500405089e-06,0.3333333333333333,전북,0
2020-10-12,0.0,0.3333333333333333,전북,1
2020-12-01,6.362650027138087e-06,0.5,전북,0
2020-12-01,5.163889877097578e-06,0.5,전북,1
2020-12-07,5.440526834799234e-06,0.6666666666666666,전북,0
2020-12-07,3.688492769355412e-06,0.6666666666666666,전북,1
2021-02-15,1.1987601500405089e-06,0.5,전북,0
2021-02-15,2.305307980847132e-06,0.5,전북,1
2021-06-14,1.198760150040509e-06,0.3333333333333333,전북,0
2021-06-14,1.8442463846777058e-07,0.3333333333333333,전북,1
2020-08-23,2.5060847738308613e-07,0.6666666666666666,제주,0
2020-08-23,2.506084773830861e-06,0.6666666666666666,제주,1
2020-10-12,0.0,0.3333333333333333,제주,0
2020-10-12,0.0,0.3333333333333333,제주,1
2020-12-01,2.5060847738308616e-06,0.5,제주,0
2020-12-01,1.2530423869154308e-06,0.5,제주,1
2020-12-07,7.518254321492584e-07,0.6666666666666666,제주,0
2020-12-07,4.009735638129379e-06,0.6666666666666666,제주,1
2021-02-15,2.506084773830861e-06,0.5,제주,0
2021-02-15,2.7566932512139474e-06,0.5,제주,1
2021-06-14,9.523122140557273e-06,0.3333333333333333,제주,0
2021-06-14,2.5060847738308613e-07,0.3333333333333333,제주,1
2020-08-23,1.3707085969472493e-06,0.6666666666666666,충남,0
2020-08-23,1.9037619402045128e-06,0.6666666666666666,충남,1
2020-10-12,7.615047760818051e-08,0.3333333333333333,충남,0
2020-10-12,3.8075238804090253e-07,0.3333333333333333,충남,1
2020-12-01,4.492878178882651e-06,0.5,충남,0
2020-12-01,6.472790596695343e-06,0.5,충남,1
2020-12-07,6.015887731046261e-06,0.6666666666666666,충남,0
2020-12-07,6.0920382086544405e-06,0.6666666666666666,충남,1
2021-02-15,3.1983200595435812e-06,0.5,충남,0
2021-02-15,7.919649671250775e-06,0.5,충남,1
2021-06-14,1.6753105073799713e-06,0.3333333333333333,충남,0
2021-06-14,7.615047760818051e-08,0.3333333333333333,충남,1
2020-08-23,5.114535940764673e-07,0.6666666666666666,충북,0
2020-08-23,3.0687215644588035e-07,0.6666666666666666,충북,1
2020-10-12,0.0,0.3333333333333333,충북,0
2020-10-12,2.045814376305869e-07,0.3333333333333333,충북,1
2020-12-01,7.876385348777595e-06,0.5,충북,0
2020-12-01,4.603082346688205e-06,0.5,충북,1
2020-12-07,6.546606004178781e-06,0.6666666666666666,충북,0
2020-12-07,8.285548224038771e-06,0.6666666666666666,충북,1
2021-02-15,1.534360782229402e-06,0.5,충북,0
2021-02-15,3.4778844397199773e-06,0.5,충북,1
2021-06-14,2.9664308456435096e-06,0.3333333333333333,충북,0
2021-06-14,0.0,0.3333333333333333,충북,1
